gdetail_no,grade_no,gdetail_name,sort_no
100011291,10011629,"고급형",0
100012327,10011660,"엘리트",0
100011309,10011683,"노블레스",0
100011337,10011760,"9인승",0
100007720,10004115,"Di SR",0
100008796,10004417,"GX 그랜드팩",0
100007807,10004129,GLXi,0
100009386,10004417,GLX,0
100007804,10004411,"GLX 8인승",0
100008141,10004304,"디젤 터보인터쿨러",0
100012129,10004722,"스타",0
100008759,10004411,"GLX 11인승",0
100009405,10004410,"GX 그랜드팩",0
100012104,10004766,"일반형",0
100013317,10004887,"LPG LD 고급형",0
100009751,10004410,GLX,0
100007948,10004994,PLUS,0
100008795,10004410,"GX 고급형",0
100007827,10004410,GX,0
100008529,10004409,"최고급형",0
100007889,10004253,LPG,0
100006991,10004252,"고급형",0
100013294,10005001,"기본형",0
100008505,10004252,"최고급형",0
100008901,10005007,PREMIUM,0
100009175,10004251,"월드컵",0
100008892,10005009,"PLUS 스포티",0
100008504,10004251,"최고급형",0
100009470,10005009,PREMIUM,0
100007658,10005023,ART,0
100006990,10004251,"고급형",0
100008542,10005052,"최고급형",0
100009665,10004249,"최고급형",0
100010163,10003982,"SVX 터보인터쿨러",0
100007438,10004002,"윈도우밴 SV",0
100013243,10004109,"고급형",0
100007994,10004131,Si,0
100009735,10004158,"DOHC LSDi",0
100009162,10004187,"스페셜",0
100008573,10004208,"코치 DLX",0
100007888,10004225,LPG,0
100009237,10004237,"최고급형",0
100010701,10004429,"노블레스",0
100007205,10004788,"기본형",0
100011130,10005465,"스탠다드",0
100012090,10005468,"기본형",0
100012091,10005469,"기본형",0
100008407,10004249,"스페셜",0
100010741,10008335,"다이나믹",0
100007177,10004249,"기본형",0
100011677,10004247,"기본형",0
100011659,10004247,"최고급형",0
100011658,10004247,"고급형",0
100009538,10005052,VIP,0
100011657,10004246,"최고급형",0
100011656,10004246,"고급형",0
100007176,10004245,"기본형",0
100008996,10005053,VIP,0
100007519,10005055,"최고급형",0
100011452,10011887,"럭셔리",0
100011453,10011887,"프리미엄 럭셔리",0
100011454,10011888,"럭셔리",0
100011455,10011888,"프리미엄 럭셔리",0
100011463,10011915,"기본형",0
100011464,10011915,"익스클루시브",0
100011466,10011916,"익스클루시브",0
100011467,10011917,"익스클루시브",0
100011468,10011918,"익스클루시브",0
100008373,10005055,"브라운 에디션",0
100008230,10004245,"고급형",0
100011483,10011985,"4인승",0
100011484,10011986,"23인승",0
100011485,10011987,"3인승",0
100011654,10004244,"최고급형",0
100011653,10004244,"고급형",0
100011652,10004244,"기본형",0
100009516,10005064,SVIP,0
100007742,10004242,DOHC,0
100008324,10004242,"럭셔리",0
100010062,10004241,"최고급형 스페셜",0
100009919,10004241,"최고급형",0
100009590,10004241,"고급형 스페셜",0
100009850,10005064,VIP,0
100008285,10004241,"기본형 스페셜",0
100007622,10004240,"프리미엄",0
100009298,10004239,"프리미엄",0
100007873,10004143,L,0
100007366,10004152,"스위트",0
100013253,10004184,"고급형",0
100006984,10004187,"고급형",0
100009062,10004249,"고급형",0
100007514,10004264,"최고급형",0
100006890,10004285,"2인승 밴",0
100008508,10004296,"최고급형",0
100008635,10004356,"프리미엄",0
100013516,10004393,"가솔린",0
100011666,10004454,"최고급형",0
100008818,10004486,J2,0
100009717,10004239,"프리미엄 스페셜",0
100012105,10004766,"고급형",0
100012263,10004784,"고급형",0
100007203,10004786,"기본형",0
100011960,10005177,"기본형",0
100008502,10004239,"최고급형",0
100007258,10005513,"디럭스",0
100012196,10007134,"플러스",0
100012624,10009061,N,0
100010789,10009559,E,0
100010867,10010128,"5인",0
100008259,10005142,"고급형",0
100006988,10004239,"고급형",0
100007060,10005144,"고급형",0
100008284,10004238,"기본형 스페셜",0
100008229,10004237,"고급형",0
100007173,10004237,"기본형",0
100006987,10004236,"고급형",0
100008501,10004236,"최고급형",0
100008633,10004235,"프리미엄",0
100008228,10004234,"고급형",0
100007172,10004234,"기본형",0
100009716,10004234,"프리미엄",0
100006940,10005496,"5인승",0
100009236,10004234,"최고급형",0
100013545,10011996,"인스퍼레이션",0
100011506,10011996,"스마트",0
100011508,10011996,"모던",0
100011510,10011996,"프리미엄",0
100011512,10011996,"얼티밋 에디션",0
100011513,10011997,"얼티밋 에디션",0
100011509,10011997,"모던",0
100007171,10004233,"기본형",0
100007170,10004232,"기본형",0
100009234,10004230,"최고급형",0
100008029,10004287,STD,0
100009884,10004305,"그랜드 터보인터쿨러 SDLX",0
100013251,10004440,"TLX 고급형",0
100007193,10004667,"기본형",0
100009971,10004727,GTE,0
100013334,10004804,"일반형",0
100009332,10004287,DLX,0
100006837,10005475,+,0
100010543,10007641,"다이나믹",0
100012247,10011059,"럭셔리",0
100008794,10004286,"GX 2인승 밴 최고급형",0
100011511,10011997,"프리미엄",0
100013547,10011997,"인스퍼레이션",0
100009844,10003857,"V6 엑시드",0
100007832,10004286,"GX 2인승 밴 고급형",0
100009089,10003859,"디젤엑시드(숏바디)",0
100007925,10004284,"LX 4인승 최고급형",0
100009446,10004284,"LX 5인승 최고급형",0
100013814,10012086,"쿠페",0
100013815,10012086,"쿠페 AMR",0
100011531,10012087,"7인",0
100011532,10012088,"5인",0
100009354,10004149,"ECO PLUS",0
100009815,10004283,"SDLX 5인승 가솔린",0
100011550,10012116,"11인승",0
100011561,10012122,"스타일링 기어",0
100011562,10012123,"스타일링 기어",0
100011558,10012123,"드라이빙 기어",0
100011559,10012126,"드라이빙 기어",0
100011563,10012126,"스타일링 기어",0
100011564,10012127,"스타일링 기어",0
100011560,10012127,"드라이빙 기어",0
100008596,10004309,"터보인터쿨러 DLX",0
100011608,10012235,"익스클루시브",0
100011609,10012235,"프레스티지",0
100013583,10012235,"캘리그래피",0
100013585,10012236,"캘리그래피",0
100013586,10012236,VIP,0
100011610,10012236,"익스클루시브",0
100011612,10012237,"익스클루시브",0
100013587,10012237,"캘리그래피",0
100013588,10012237,VIP,0
100011614,10012238,"익스클루시브",0
100011615,10012238,"프레스티지",0
100011737,10012291,"기본형",0
100011740,10012291,"고급형",0
100011741,10012291,"최고급형",0
100011758,10012293,"고급형",0
100012055,10012339,"9인승",0
100009484,10004283,"SDLX 5인승",0
100012227,10004494,"그랜드 판넬밴 RS",0
100013646,10013866,"9인",0
100013650,10013873,"5인승",0
100008917,10004283,"SDLX 4인승",0
100007730,10004283,"DLX 5인승",0
100007196,10004745,"기본형",0
100008062,10004278,V6,0
100008803,10004277,HONOUR,0
100007680,10004277,CLASSIC,0
100011641,10004347,"LX 영팩",0
100011635,10004367,"스페셜",0
100011636,10004367,"기본형",0
100007179,10004276,"기본형",0
100007898,10004492,LST,0
100007600,10004663,"패밀리",0
100013347,10004702,"스페셜에디션",0
100008239,10004741,"고급형",0
100007458,10004741,"일반형",0
100013280,10004796,"스페셜",0
100011051,10004895,"스페셜에디션",0
100013293,10004936,"썸머 에디션",0
100008135,10004276,"3.0 PRESIDENT",0
100008063,10004275,"V6 CLASSIC",0
100007647,10006591,"해치백",0
100010856,10007187,"스포트라인",0
100010488,10007438,LS,0
100010805,10008208,i,0
100010806,10008208,iL,0
100012003,10011519,"CT 기본형",0
100011759,10012293,"최고급형",0
100013354,10013139,"기본형",0
100008115,10004797,"2.0 DOHC",0
100008667,10004274,CLASSIC,0
100007178,10004274,"기본형",0
100009409,10004273,HONOUR,0
100011648,10004272,"디럭스",0
100013322,10004887,"LPG LS 고급형",0
100009668,10004272,"최고급형럭셔리",0
100009891,10004272,"럭셔리",0
100008265,10004272,"고급형럭셔리",0
100008289,10004271,"노블레스",0
100007446,10005065,"익스큐티브",0
100007624,10004271,"프리미엄",0
100010076,10004270,"프리미엄",0
100008328,10005065,"럭셔리",0
100013746,10013971,"e 마이티",0
100013747,10013971,"올뉴마이티",0
100011426,10005066,"리무진",0
100010126,10004270,"럭셔리",0
100010180,10004270,"럭셔리 하이클래스패키지",0
100010267,10004270,"노블레스 VIP패키지",0
100007063,10005148,"고급형",0
100010260,10004270,"노블레스",0
100010236,10004270,"프레스티지 하이클래스패키지",0
100008558,10005152,"최고급형",0
100007385,10004270,"스페셜",0
100008413,10004270,"스페셜럭셔리",0
100009921,10004270,"최고급형",0
100008386,10005186,"슈퍼프라임",0
100009592,10004270,"고급형럭셔리",0
100009064,10004270,"고급형",0
100007027,10004407,"고급형",0
100007073,10005462,"고급형",0
100009087,10004269,"디럭스",0
100010626,10008577,997,0
100010630,10008579,997,0
100010786,10009559,"기본형",0
100009611,10004269,"디럭스스페셜",0
100011186,10011509,"기본형",0
100012008,10011520,"4WD 기본형",0
100011257,10011605,"패션",0
100011258,10011606,"매니아",0
100008051,10003726,TRENDY,0
100007784,10003786,GL,0
100008405,10003818,"스페셜",0
100008627,10003866,"프리미어",0
100013861,10014073,"고급형 레드프리미엄",0
100007615,10003869,"프리미엄",0
100011703,10003935,"MX 스타일팩",0
100009378,10003961,"GLS 기본형",0
100010149,10003983,"GRX 점보",0
100007384,10004269,"스페셜",0
100006997,10004272,"고급형",0
100009587,10004398,"9인승 LPG ",0
100007180,10004403,"기본형",0
100008100,10004421,"11인승",0
100007934,10004556,LXDi,0
100011833,10003999,"판넬밴 GRX",0
100010264,10004727,RTi,0
100009025,10004796,"2.0 DELUXE",0
100013333,10004799,"2.0 스페셜 고급형 드림넷",0
100008851,10004896,"LT 고급형",0
100008031,10005069,STD,0
100007058,10005123,"고급형",0
100008552,10005123,"최고급형",0
100013123,10006572,"리미티드",0
100010959,10007675,"모던 스페셜",0
100010559,10007675,"모던",0
100013079,10008145,"기본형",0
100012330,10008160,"스포츠",0
100011914,10009374,"기본형",0
100011234,10011567,LUXURY,0
100009861,10004135,"1.3 GLXi",0
100007380,10004151,"스페셜",0
100008711,10004158,"DOHC GLXi(GLX)",0
100008841,10004253,"LPG 프라임",0
100009628,10004313,"블루프리미엄",0
100011637,10004370,"기본형",0
100007759,10004470,"EGI ",0
100007921,10004323,LX,0
100008637,10004358,"프리미엄",0
100008839,10004393,LPG,0
100008817,10004483,J2,0
100008819,10004487,J2,0
100007985,10004729,SE,0
100006855,10004771,"1.6 LUX",0
100009619,10004788,"밀레니엄 스페셜",0
100007891,10004887,"LPG SL",0
100007248,10004904,"디럭스",0
100007296,10005042,"레버런스",0
100009881,10005131,"7인 2WD",0
100012100,10005510,"일반형",0
100011043,10008196,"d xDrive M 스포츠 그란쿠페",0
100010826,10008214,"d xDrive",0
100010833,10008215,Li,0
100010834,10008215,"Li 인디비주얼",0
100011115,10008674,"파이니스트 에디션",0
100013129,10009715,"셀렉트",0
100008717,10004589,"ECO PLUS",0
100011316,10011685,"노블레스",0
100011948,10012314,"디럭스",0
100011949,10012314,"럭셔리",0
100011951,10012315,"디럭스",0
100011952,10012315,"럭셔리",0
100011953,10012315,"프레스티지",0
100007631,10004755,"프리미엄",0
100009643,10004778,"아이덴티티 고급형",0
100013325,10004797,"2.0 DOHC 고급형",0
100008914,10004798,ROYALE,0
100008118,10004799,"2.0 EXCLUSIVE",0
100008693,10004813,"DK 고급형",0
100007289,10005066,"럭셔리",0
100009105,10005067,"리무진",0
100008549,10005112,"최고급형",0
100009838,10004354,"TLX 프리미엄",0
100009301,10004360,"프리미엄",0
100008410,10004668,"스페셜",0
100013306,10004733,"DOHC 프리미엄",0
100013276,10004754,"퍼펙트",0
100012269,10004786,"세이프티",0
100008392,10004820,"슈프림",0
100007247,10004903,"디럭스",0
100008145,10005164,4WD,0
100010318,10007107,"라피드 S",0
100012588,10008198,i,0
100010627,10008578,991,0
100010628,10008578,997,0
100010629,10008579,991,0
100011275,10011611,"11인승",0
100012240,10011662,"어드밴스드",0
100012056,10012339,"11인승",0
100007055,10005112,"고급형",0
100007056,10005114,"고급형",0
100009316,10005122,CLUB,0
100009572,10005124,"4WD 최고급형",0
100006903,10005124,"2WD 고급형",0
100008129,10005124,"2WD 최고급형",0
100009573,10005125,"4WD 최고급형",0
100009042,10005125,"4WD 고급형",0
100009571,10005126,"4WD 일반형",0
100008488,10003618,"최고급형",0
100007764,10003729,ES,0
100008192,10003800,"고급형",0
100009701,10003839,"프리미어",0
100009291,10003841,"프리미어",0
100007374,10003870,"스타일팩",0
100007013,10004337,"고급형",0
100007259,10004391,"디젤",0
100013288,10004933,"썸머 에디션",0
100008890,10004959,PLUS,0
100010601,10008567,996,0
100012170,10011548,"고급형",0
100011223,10011565,K-LOOK,0
100012242,10011662,"엘리트",0
100012244,10011663,"슈프림",0
100013223,10011771,"S-에디션",0
100012097,10012350,"일반형",0
100012098,10012350,"디럭스",0
100009511,10003874,SUPER-DLX,0
100009156,10003944,"스마트 팩",0
100013269,10013044,"프레스티지",0
100013271,10013060,"RSH 4",0
100013273,10013060,"RSH 6",0
100010191,10003983,"GRX RV",0
100009517,10003985,"SVX 점보 터보인터쿨러 ",0
100010186,10003997,"판넬밴 GX 점보 터보인터쿨러 ",0
100007477,10004730,"임팩트",0
100008117,10004772,"2.0 EX",0
100006878,10004800,"2.0 SOHC",0
100008116,10004800,"2.0 DOHC",0
100007563,10004801,"클래식",0
100013323,10004892,"일반형",0
100007949,10005006,PLUS,0
100007976,10005048,S,0
100011182,10011507,TDI,0
100012032,10011562,"쿨",0
100012237,10011661,"슈프림",0
100011349,10011773,"와일드",0
100013544,10012361,"인스퍼레이션",0
100012216,10012361,"프리미엄",0
100012217,10012361,"얼티밋 에디션",0
100012251,10012365,"럭셔리",0
100012252,10012366,"럭셔리",0
100012253,10012366,"프리미엄 럭셔리",0
100012254,10012366,"프레스티지",0
100012255,10012367,"럭셔리",0
100012257,10012368,"프리미엄 럭셔리",0
100013501,10012894,"노블레스",0
100013600,10012894,"그래비티",0
100013611,10012894,"시그니처",0
100013601,10012895,"그래비티",0
100013502,10012895,"트렌디",0
100013503,10012895,"프레스티지",0
100013504,10012895,"노블레스",0
100013506,10012896,"프레스티지",0
100013507,10012896,"노블레스",0
100013602,10012896,"그래비티",0
100013613,10012896,"시그니처",0
100013258,10012962,"6인승",0
100013261,10012963,"6인승",0
100013262,10012963,"7인승",0
100013266,10013043,DOHC,0
100013267,10013043,"프레스티지",0
100013268,10013044,DOHC,0
100009482,10004759,RX,0
100013314,10004776,"일반형",0
100008364,10005331,"마이티II",0
100006831,10005468,+,0
100011345,10011772,"와일드",0
100012259,10012370,"프레스티지",0
